op	Tax
operon100_12122	Bacillus_subtilis
operon100_12123	Bacillus_megaterium
operon100_12124	Bacillus_sp
operon100_12125	Bifidobacterium_animalis
operon100_12126	Bacillus_subtilis
operon100_12127	Bacillus_subtilis
operon100_12128	Streptococcus_pneumoniae
operon100_12129	Streptococcus_pneumoniae
operon100_12130	Streptococcus_pneumoniae
operon100_12131	Staphylococcus_schleiferi
operon100_12132	Staphylococcus_xylosus
operon100_12133	Streptococcus_pneumoniae
operon100_12134	Streptococcus_pneumoniae
operon100_12135	Streptococcus_pneumoniae
operon100_12136	Streptococcus_pneumoniae
operon100_12137	Streptococcus_pneumoniae
operon100_12138	Stenotrophomonas_maltophilia
operon100_12139	Staphylococcus_aureus
operon100_12140	Staphylococcus_aureus
operon100_12141	Staphylococcus_aureus
operon100_12142	Streptococcus_mitis
operon100_12143	Streptococcus_agalactiae
operon100_12144	Streptobacillus_moniliformis
operon100_12145	Staphylococcus_haemolyticus
operon100_12146	Staphylococcus_aureus
operon100_12147	Streptococcus_pneumoniae
operon100_12148	Streptococcus_pneumoniae
operon100_12149	Staphylococcus_aureus
operon100_12150	Streptococcus_pneumoniae
operon100_12151	Streptococcus_pneumoniae
operon100_12152	Streptococcus_pneumoniae
operon100_12153	Staphylococcus_aureus
operon100_12154	Staphylococcus_aureus
operon100_12155	Staphylococcus_aureus
operon100_12156	Streptococcus_pneumoniae
operon100_12157	Streptococcus_pneumoniae
operon100_12158	Streptococcus_pneumoniae
operon100_12159	Streptococcus_pneumoniae
operon100_12160	Streptococcus_pneumoniae
operon100_12161	Streptococcus_pneumoniae
operon100_12162	Streptococcus_pneumoniae
operon100_12163	Streptococcus_pneumoniae
operon100_12164	Streptococcus_pneumoniae
operon100_12165	Streptococcus_mitis
operon100_12166	Pseudomonas_aeruginosa
operon100_12167	Pseudomonas_aeruginosa
operon100_12168	Pseudomonas_denitrificans
operon100_12169	Pseudomonas_fluorescens
operon100_12170	Pseudomonas_putida
operon100_12171	Pseudomonas_putida
operon100_12172	Pseudomonas_fluorescens
operon100_12173	Pseudomonas_putida
operon100_12174	Paenibacillus_peoriae
operon100_12175	Paenibacillus_sp
operon100_12176	Paenibacillus_odorifer
operon100_12177	Paenibacillus_sp
operon100_12178	Paenibacillus_polymyxa
operon100_12179	Paenibacillus_sp
operon100_12180	Paenibacillus_sp
operon100_12181	Paenibacillus_terrae
operon100_12182	Pandoraea_norimbergensis
operon100_12183	Pantoea_ananatis
operon100_12184	Pseudomonas_putida
operon100_12185	Streptococcus_dysgalactiae
operon100_12186	Pseudomonas_aeruginosa
operon100_12187	Streptococcus_peroris
operon100_12188	Streptococcus_oralis
operon100_12189	Streptococcus_dysgalactiae
operon100_12190	Pseudomonas_aeruginosa
operon100_12191	Providencia_stuartii
operon100_12192	Proteus_mirabilis
operon100_12193	Pseudomonadaceae_bacterium
operon100_12194	Pseudomonas_aeruginosa
operon100_12195	Pseudoalteromonas_sp
operon100_12196	Pseudomonas_aeruginosa
operon100_12197	Pseudomonas_aeruginosa
operon100_12198	Providencia_stuartii
operon100_12199	Pseudomonadaceae_bacterium
operon100_12200	Staphylococcus_aureus
operon100_12201	Aeromonas_hydrophila
operon100_12202	Aeromonas_salmonicida
operon100_12203	Actinosynnema_mirum
operon100_12204	Acinetobacter_junii
operon100_12205	Acinetobacter_oleivorans
operon100_12206	Bacillus_amyloliquefaciens
operon100_12207	Bacillus_cereus
operon100_12208	Actinosynnema_mirum
operon100_12209	Actinosynnema_mirum
operon100_12210	Acinetobacter_sp
operon100_12211	Bacillus_amyloliquefaciens
operon100_12212	Azospirillum_sp
operon100_12213	Bacillus_amyloliquefaciens
operon100_12214	Alteromonas_macleodii
operon100_12215	Arthrobacter_alpinus
operon100_12216	Acinetobacter_sp
operon100_12217	Actinomyces_radicidentis
operon100_12218	Aeromonas_veronii
operon100_12219	Azospirillum_brasilense
operon100_12220	Azospirillum_brasilense
operon100_12221	Bacillus_cereus
operon100_12222	Bacillus_amyloliquefaciens
operon100_12223	Bacillus_anthracis
operon100_12224	Bacillus_amyloliquefaciens
operon100_12225	Bacillus_anthracis
operon100_12226	Bacillus_anthracis
operon100_12227	Bacillus_anthracis
operon100_12228	Bacillus_anthracis
operon100_12229	Bacillus_anthracis
operon100_12230	Bacillus_anthracis
operon100_12231	Bacillus_anthracis
operon100_12232	Bacillus_cereus
operon100_12233	Bacillus_endophyticus
operon100_12234	Bacillus_cellulosilyticus
operon100_12235	Bacillus_cereus
operon100_12236	Bacillus_bombysepticus
operon100_12237	Bacillus_cytotoxicus
operon100_12238	Bacillus_coagulans
operon100_12239	Bacillus_halodurans
operon100_12240	Bacillus_endophyticus
operon100_12241	Aggregatibacter_actinomycetemcomitans
operon100_12242	Staphylococcus_aureus
operon100_12243	Staphylococcus_aureus
operon100_12244	Staphylococcus_aureus
operon100_12245	Staphylococcus_aureus
operon100_12246	Staphylococcus_aureus
operon100_12247	Staphylococcus_aureus
operon100_12248	Staphylococcus_aureus
operon100_12249	Staphylococcus_aureus
operon100_12250	Staphylococcus_aureus
operon100_12251	Staphylococcus_aureus
operon100_12252	Staphylococcus_aureus
operon100_12253	Singulisphaera_acidiphila
operon100_12254	Solibacillus_silvestris
operon100_12255	Sphaerochaeta_coccoides
operon100_12256	Staphylococcus_aureus
operon100_12257	Staphylococcus_aureus
operon100_12258	Staphylococcus_aureus
operon100_12259	Staphylococcus_aureus
operon100_12260	Staphylococcus_aureus
operon100_12261	Staphylococcus_aureus
operon100_12262	Amycolicicoccus_subflavus
operon100_12263	Alteromonas_macleodii
operon100_12264	Staphylococcus_aureus
operon100_12265	Staphylococcus_aureus
operon100_12266	Staphylococcus_aureus
operon100_12267	Staphylococcus_aureus
operon100_12268	Staphylococcus_aureus
operon100_12269	Staphylococcus_aureus
operon100_12270	Staphylococcus_aureus
operon100_12271	Staphylococcus_aureus
operon100_12272	Staphylococcus_aureus
operon100_12273	Staphylococcus_aureus
operon100_12274	Acinetobacter_baumannii
operon100_12275	Burkholderia_sp
operon100_12276	Staphylococcus_aureus
operon100_12277	Staphylococcus_aureus
operon100_12278	Staphylococcus_aureus
operon100_12279	Staphylococcus_aureus
operon100_12280	Burkholderia_ubonensis
operon100_12281	Burkholderia_pseudomallei
operon100_12282	Burkholderia_pseudomallei
operon100_12283	Burkholderia_ubonensis
operon100_12284	Candidatus_Uzinura
operon100_12285	Burkholderia_sp
operon100_12286	Burkholderia_ubonensis
operon100_12287	Burkholderia_pseudomallei
operon100_12288	Burkholderia_pseudomallei
operon100_12289	Staphylococcus_condimenti
operon100_12290	Staphylococcus_aureus
operon100_12291	Staphylococcus_aureus
operon100_12292	Staphylococcus_aureus
operon100_12293	Staphylococcus_aureus
operon100_12294	Streptococcus_pneumoniae
operon100_12295	Streptococcus_parasanguinis
operon100_12296	Streptococcus_pneumoniae
operon100_12297	Staphylococcus_haemolyticus
operon100_12298	Streptococcus_pneumoniae
operon100_12299	Staphylococcus_aureus
operon100_12300	Staphylococcus_aureus
operon100_12301	Staphylococcus_aureus
operon100_12302	Staphylococcus_epidermidis
operon100_12303	Staphylococcus_condimenti
operon100_12304	Staphylococcus_aureus
operon100_12305	Staphylococcus_aureus
operon100_12306	Staphylococcus_aureus
operon100_12307	Staphylococcus_aureus
operon100_12308	Candidatus_Zinderia
operon100_12309	Burkholderia_multivorans
operon100_12310	Burkholderia_pseudomallei
operon100_12311	Burkholderia_pseudomallei
operon100_12312	Burkholderia_pseudomallei
operon100_12313	Burkholderia_pseudomallei
operon100_12314	Burkholderia_pseudomallei
operon100_12315	Burkholderia_pseudomallei
operon100_12316	Burkholderia_pseudomallei
operon100_12317	Burkholderia_pseudomallei
operon100_12318	Clostridium_thermocellum
operon100_12319	Clostridium_carboxidivorans
operon100_12320	
operon100_12321	Clostridium_pasteurianum
operon100_12322	Clostridium_perfringens
operon100_12323	Clostridium_perfringens
operon100_12324	Corynebacterium_halotolerans
operon100_12325	Clostridium_sporogenes
operon100_12326	Corynebacterium_pseudotuberculosis
operon100_12327	Clostridium_saccharobutylicum
operon100_12328	Corynebacterium_pseudotuberculosis
operon100_12329	Burkholderia_pseudomallei
operon100_12330	Campylobacter_jejuni
operon100_12331	Campylobacter_coli
operon100_12332	Campylobacter_jejuni
operon100_12333	Burkholderia_cenocepacia
operon100_12334	Burkholderia_pseudomallei
operon100_12335	Capnocytophaga_gingivalis
operon100_12336	Capnocytophaga_haemolytica
operon100_12337	Burkholderia_vietnamiensis
operon100_12338	Caldicellulosiruptor_owensensis
operon100_12339	Brucella_ceti
operon100_12340	Blattabacterium_sp
operon100_12341	Bifidobacterium_longum
operon100_12342	Brevibacillus_laterosporus
operon100_12343	Burkholderia_glumae
operon100_12344	Bradyrhizobium_japonicum
operon100_12345	Burkholderia_glumae
operon100_12346	Burkholderia_cenocepacia
operon100_12347	Burkholderia_cepacia
operon100_12348	Blastomonas_sp
operon100_12349	Brucella_ceti
operon100_12350	Streptococcus_parasanguinis
operon100_12351	Staphylococcus_aureus
operon100_12352	Staphylococcus_aureus
operon100_12353	Staphylococcus_aureus
operon100_12354	Staphylococcus_aureus
operon100_12355	Staphylococcus_aureus
operon100_12356	Staphylococcus_aureus
operon100_12357	Staphylococcus_aureus
operon100_12358	Staphylococcus_aureus
operon100_12359	Staphylococcus_aureus
operon100_12360	Staphylococcus_aureus
operon100_12361	Staphylococcus_aureus
operon100_12362	Staphylococcus_aureus
operon100_12363	Staphylococcus_aureus
operon100_12364	Staphylococcus_aureus
operon100_12365	Vibrio_cholerae
operon100_12366	Thiomicrospira_sp
operon100_12367	Thiorhodospira_sibirica
operon100_12368	Treponema_denticola
operon100_12369	Ureaplasma_parvum
operon100_12370	Ureaplasma_urealyticum
operon100_12371	Vibrio_alginolyticus
operon100_12372	Verminephrobacter_eiseniae
operon100_12373	Variovorax_sp
operon100_12374	Vibrio_cholerae
operon100_12375	Vibrio_cholerae
operon100_12376	Vibrio_cholerae
operon100_12377	Vibrio_fischeri
operon100_12378	Vibrio_cholerae
operon100_12379	Vibrio_coralliilyticus
operon100_12380	Vibrio_cholerae
operon100_12381	Vibrio_harveyi
operon100_12382	Vibrio_navarrensis
operon100_12383	Vibrio_navarrensis
operon100_12384	Vibrio_parahaemolyticus
operon100_12385	Staphylococcus_aureus
operon100_12386	Streptococcus_mitis
operon100_12387	Streptococcus_infantis
operon100_12388	Streptococcus_infantis
operon100_12389	Staphylococcus_lugdunensis
operon100_12390	Stenotrophomonas_maltophilia
operon100_12391	Spiroplasma_apis
operon100_12392	Sphingobium_yanoikuyae
operon100_12393	Streptococcus_agalactiae
operon100_12394	Streptococcus_infantis
operon100_12395	Staphylococcus_haemolyticus
operon100_12396	Streptococcus_pneumoniae
operon100_12397	Streptococcus_pneumoniae
operon100_12398	Streptococcus_pneumoniae
operon100_12399	Streptococcus_pneumoniae
operon100_12400	Streptococcus_pneumoniae
operon100_12401	Staphylococcus_saprophyticus
operon100_12402	Staphylococcus_lugdunensis
operon100_12403	Staphylococcus_saprophyticus
operon100_12404	Streptococcus_pneumoniae
operon100_12405	Streptococcus_mitis
operon100_12406	Solibacillus_silvestris
operon100_12407	Singulisphaera_acidiphila
operon100_12408	Shewanella_sediminis
operon100_12409	Shewanella_baltica
operon100_12410	Shewanella_baltica
operon100_12411	Staphylococcus_aureus
operon100_12412	Shigella_flexneri
operon100_12413	Shigella_sonnei
operon100_12414	Shewanella_sp
operon100_12415	Shewanella_baltica
operon100_12416	Staphylococcus_aureus
operon100_12417	Staphylococcus_aureus
operon100_12418	Staphylococcus_aureus
operon100_12419	Sphingobacterium_sp
operon100_12420	Spirosoma_linguale
operon100_12421	Shewanella_baltica
operon100_12422	Sodalis_praecaptivus
operon100_12423	Staphylococcus_aureus
operon100_12424	Bacillus_cereus
operon100_12425	Bacillus_cereus
operon100_12426	Bacillus_cereus
operon100_12427	Bacillus_sp
operon100_12428	Bacillus_methanolicus
operon100_12429	Bacillus_megaterium
operon100_12430	Bacillus_megaterium
operon100_12431	Bacillus_cereus
operon100_12432	Bacillus_anthracis
operon100_12433	Bacillus_anthracis
operon100_12434	Bacillus_sp
operon100_12435	Bacillus_paralicheniformis
operon100_12436	Bacillus_methanolicus
operon100_12437	Bacillus_pumilus
operon100_12438	Serratia_plymuthica
operon100_12439	Bacillus_pumilus
operon100_12440	Bacillus_subtilis
operon100_12441	Bacillus_sp
operon100_12442	Bacillus_sp
operon100_12443	Bacillus_methylotrophicus
operon100_12444	Bacillus_pumilus
operon100_12445	Bacillus_cytotoxicus
operon100_12446	Bacillus_thuringiensis
operon100_12447	Bibersteinia_trehalosi
operon100_12448	Bibersteinia_trehalosi
operon100_12449	Bibersteinia_trehalosi
operon100_12450	Bacillus_subtilis
operon100_12451	Bacillus_thuringiensis
operon100_12452	Bacillus_thuringiensis
operon100_12453	Bifidobacterium_breve
operon100_12454	Bacteroides_dorei
operon100_12455	Bacteroides_nordii
operon100_12456	Bacillus_subtilis
operon100_12457	Bacillus_cereus
operon100_12458	Bacteroides_uniformis
operon100_12459	Bifidobacterium_adolescentis
operon100_12460	Bacillus_weihenstephanensis
operon100_12461	Bacteroides_dorei
operon100_12462	Escherichia_coli
operon100_12463	Enterobacter_sp
operon100_12464	Enterococcus_faecalis
operon100_12465	Enterobacter_lignolyticus
operon100_12466	Enterobacter_lignolyticus
operon100_12467	Enterobacter_sp
operon100_12468	Escherichia_coli
operon100_12469	Enterobacter_sp
operon100_12470	Enterococcus_faecalis
operon100_12471	Enterobacter_sp
operon100_12472	Enterobacter_sp
operon100_12473	Enterococcus_saccharolyticus
operon100_12474	Escherichia_coli
operon100_12475	Enterococcus_faecium
operon100_12476	Enterococcus_faecalis
operon100_12477	Enterococcus_faecalis
operon100_12478	Enterococcus_faecalis
operon100_12479	Enterobacter_sp
operon100_12480	Enterococcus_gilvus
operon100_12481	Enterococcus_gilvus
operon100_12482	Enterococcus_gilvus
operon100_12483	Escherichia_coli
operon100_12484	Escherichia_coli
operon100_12485	Escherichia_coli
operon100_12486	Escherichia_coli
operon100_12487	Escherichia_coli
operon100_12488	Escherichia_coli
operon100_12489	Escherichia_coli
operon100_12490	Escherichia_coli
operon100_12491	Escherichia_coli
operon100_12492	Escherichia_coli
operon100_12493	Escherichia_coli
operon100_12494	Escherichia_coli
operon100_12495	Escherichia_coli
operon100_12496	Escherichia_coli
operon100_12497	Escherichia_coli
operon100_12498	Escherichia_coli
operon100_12499	Escherichia_coli
operon100_12500	Escherichia_coli
operon100_12501	Escherichia_coli
operon100_12502	Escherichia_coli
operon100_12503	Escherichia_coli
operon100_12504	Bacillus_thuringiensis
operon100_12505	Clostridium_butyricum
operon100_12506	Clostridium_botulinum
operon100_12507	Clostridium_butyricum
operon100_12508	Clostridium_baratii
operon100_12509	Clostridium_botulinum
operon100_12510	Cedecea_neteri
operon100_12511	Citrobacter_freundii
operon100_12512	Clostridium_botulinum
operon100_12513	Clostridium_botulinum
operon100_12514	Citromicrobium_sp
operon100_12515	Arthrobacter_sp
operon100_12516	Arthrobacter_alpinus
operon100_12517	Arthrobacter_arilaitensis
operon100_12518	Alkalilimnicola_ehrlichii
operon100_12519	Amycolicicoccus_subflavus
operon100_12520	Clostridium_botulinum
operon100_12521	Clostridium_botulinum
operon100_12522	Anoxybacillus_flavithermus
operon100_12523	Arthrobacter_alpinus
operon100_12524	Cedecea_neteri
operon100_12525	Cronobacter_sakazakii
operon100_12526	Dehalobacter_restrictus
operon100_12527	Corynebacterium_striatum
operon100_12528	Corynebacterium_ulcerans
operon100_12529	Corynebacterium_sp
operon100_12530	Cyanobacterium_aponinum
operon100_12531	Corynebacterium_pseudotuberculosis
operon100_12532	Desulfitobacterium_dichloroeliminans
operon100_12533	Cylindrospermum_stagnale
operon100_12534	Cronobacter_dublinensis
operon100_12535	Citrobacter_amalonaticus
operon100_12536	Citrobacter_freundii
operon100_12537	Chelatococcus_sambhunathii
operon100_12538	Caulobacter_vibrioides
operon100_12539	Cedecea_neteri
operon100_12540	Clostridium_butyricum
operon100_12541	Corynebacterium_uterequi
operon100_12542	Citrobacter_amalonaticus
operon100_12543	Citrobacter_amalonaticus
operon100_12544	Chromohalobacter_salexigens
operon100_12545	Alicyclobacillus_acidocaldarius
operon100_12546	Aeromonas_caviae
operon100_12547	Acinetobacter_sp
operon100_12548	Aeromonas_caviae
operon100_12549	Aeromonas_hydrophila
operon100_12550	Aeromonas_hydrophila
operon100_12551	Acinetobacter_baumannii
operon100_12552	Acinetobacter_baumannii
operon100_12553	Acinetobacter_baumannii
operon100_12554	Acinetobacter_baumannii
operon100_12555	Aeromonas_hydrophila
operon100_12556	Bacillus_thuringiensis
operon100_12557	Actinomyces_sp
operon100_12558	Bacillus_thuringiensis
operon100_12559	Bacillus_thuringiensis
operon100_12560	Actinobacillus_equuli
operon100_12561	Aeromonas_caviae
operon100_12562	Acinetobacter_sp
operon100_12563	Advenella_kashmirensis
operon100_12564	Actinobacillus_pleuropneumoniae
operon100_12565	Acinetobacter_baumannii
operon100_12566	Bacillus_anthracis
operon100_12567	Bacillus_amyloliquefaciens
operon100_12568	Bacillus_anthracis
operon100_12569	Bacillus_amyloliquefaciens
operon100_12570	Bacillus_anthracis
operon100_12571	Amycolatopsis_orientalis
operon100_12572	Alkalilimnicola_ehrlichii
operon100_12573	Alteromonas_addita
operon100_12574	Bacillus_anthracis
operon100_12575	Arthrobacter_sp
operon100_12576	Bacillus_amyloliquefaciens
operon100_12577	Acinetobacter_baumannii
operon100_12578	Acinetobacter_calcoaceticus
operon100_12579	Acinetobacter_haemolyticus
operon100_12580	Bacillus_amyloliquefaciens
operon100_12581	Azotobacter_chroococcum
operon100_12582	Bacillus_amyloliquefaciens
operon100_12583	Aestuariivita_atlantica
operon100_12584	Bacillus_amyloliquefaciens
operon100_12585	Klebsiella_pneumoniae
operon100_12586	Klebsiella_pneumoniae
operon100_12587	Limnochorda_pilosa
operon100_12588	Listeria_monocytogenes
operon100_12589	Lactobacillus_plantarum
operon100_12590	Klebsiella_pneumoniae
operon100_12591	Klebsiella_pneumoniae
operon100_12592	Klebsiella_pneumoniae
operon100_12593	Lactobacillus_mucosae
operon100_12594	Lactobacillus_delbrueckii
operon100_12595	Lactobacillus_pentosus
operon100_12596	Lactobacillus_delbrueckii
operon100_12597	Lactobacillus_paracasei
operon100_12598	Klebsiella_pneumoniae
operon100_12599	Klebsiella_pneumoniae
operon100_12600	Lactobacillus_helveticus
operon100_12601	Klebsiella_pneumoniae
operon100_12602	Leuconostoc_mesenteroides
operon100_12603	Lactobacillus_salivarius
operon100_12604	Leclercia_adecarboxylata
operon100_12605	Lactobacillus_plantarum
operon100_12606	Lactobacillus_plantarum
operon100_12607	Lactococcus_piscium
operon100_12608	Escherichia_coli
operon100_12609	Lactococcus_lactis
operon100_12610	Legionella_pneumophila
operon100_12611	Leadbetterella_byssophila
operon100_12612	Leptolyngbya_sp
operon100_12613	Leptospirillum_sp
operon100_12614	Leisingera_sp
operon100_12615	Lactobacillus_reuteri
operon100_12616	Listeria_monocytogenes
operon100_12617	Listeria_monocytogenes
operon100_12618	Listeria_monocytogenes
operon100_12619	Klebsiella_variicola
operon100_12620	Marivirga_tractuosa
operon100_12621	Mycoplasma_arthritidis
operon100_12622	Marinomonas_posidonica
operon100_12623	Microbacterium_sp
operon100_12624	Methylobacterium_oryzae
operon100_12625	Neisseria_weaveri
operon100_12626	Obesumbacterium_proteus
operon100_12627	Odoribacter_splanchnicus
operon100_12628	Oenococcus_oeni
operon100_12629	Microbacterium_azadirachtae
operon100_12630	Morganella_morganii
operon100_12631	Lysobacter_antibioticus
operon100_12632	Mycobacterium_sp
operon100_12633	Mycobacterium_tuberculosis
operon100_12634	Listeria_monocytogenes
operon100_12635	Marinobacter_aquaeolei
operon100_12636	Listeria_monocytogenes
operon100_12637	Mannheimia_haemolytica
operon100_12638	Listeria_riparia
operon100_12639	Neisseria_meningitidis
operon100_12640	Neisseria_meningitidis
operon100_12641	Myxococcus_stipitatus
operon100_12642	Neisseria_meningitidis
operon100_12643	Klebsiella_variicola
operon100_12644	Klebsiella_sp
operon100_12645	Lactobacillus_casei
operon100_12646	Lactobacillus_casei
operon100_12647	Mycoplasma_genitalium
operon100_12648	Olsenella_scatoligenes
operon100_12649	Olsenella_sp
operon100_12650	Olsenella_uli
operon100_12651	Paenibacillus_beijingensis
operon100_12652	Paenibacillus_curdlanolyticus
operon100_12653	Mycoplasma_haemofelis
operon100_12654	Mycoplasma_yeatsii
operon100_12655	Neisseria_meningitidis
operon100_12656	Mycoplasma_hominis
operon100_12657	Burkholderia_pyrrocinia
operon100_12658	Bacillus_cereus
operon100_12659	Bacillus_cereus
operon100_12660	Bacillus_endophyticus
operon100_12661	Bacillus_methylotrophicus
operon100_12662	Bacillus_methylotrophicus
operon100_12663	Bacillus_cereus
operon100_12664	Bacillus_coagulans
operon100_12665	Bacillus_cereus
operon100_12666	Bacillus_cereus
operon100_12667	Bacillus_atrophaeus
operon100_12668	Bacillus_paralicheniformis
operon100_12669	Bacillus_methanolicus
operon100_12670	Bacillus_licheniformis
operon100_12671	Bacillus_megaterium
operon100_12672	Campylobacter_showae
operon100_12673	Bacillus_pumilus
operon100_12674	Bacillus_pumilus
operon100_12675	Bacillus_methanolicus
operon100_12676	Bacillus_halodurans
operon100_12677	Bacillus_infantis
operon100_12678	Bacillus_coagulans
operon100_12679	Bartonella_bovis
operon100_12680	bacterium_JGI
operon100_12681	Bacteroides_vulgatus
operon100_12682	Bifidobacterium_bifidum
operon100_12683	Bdellovibrio_bacteriovorus
operon100_12684	Bacillus_sp
operon100_12685	Bacillus_sp
operon100_12686	Bacillus_sp
operon100_12687	Bacillus_subtilis
operon100_12688	Bifidobacterium_bifidum
operon100_12689	Bacillus_sp
operon100_12690	Bacteroides_sp
operon100_12691	Bacillus_cereus
operon100_12692	Bacillus_cereus
operon100_12693	Bacteroides_vulgatus
operon100_12694	Bacteroides_coprophilus
operon100_12695	Bacteroides_uniformis
operon100_12696	Bacteroides_dorei
operon100_12697	Candidatus_Arthromitus
operon100_12698	Brachybacterium_faecium
operon100_12699	Bradyrhizobium_japonicum
operon100_12700	Bradyrhizobium_pachyrhizi
operon100_12701	
operon100_12702	Burkholderia_ambifaria
operon100_12703	Burkholderia_cepacia
operon100_12704	Burkholderia_caribensis
operon100_12705	Burkholderia_plantarii
operon100_12706	Burkholderia_pseudomallei
operon100_12707	Burkholderia_pseudomallei
operon100_12708	Burkholderia_sp
operon100_12709	Burkholderia_pseudomallei
operon100_12710	Burkholderia_sp
operon100_12711	Burkholderia_pyrrocinia
operon100_12712	Burkholderia_sp
operon100_12713	Burkholderia_ubonensis
operon100_12714	Burkholderia_ubonensis
operon100_12715	Burkholderia_ubonensis
operon100_12716	Burkholderia_ubonensis
operon100_12717	Burkholderia_contaminans
operon100_12718	Campylobacter_jejuni
operon100_12719	Campylobacter_coli
operon100_12720	Campylobacter_jejuni
operon100_12721	Cellulophaga_lytica
operon100_12722	Candidatus_Liberibacter
operon100_12723	Candidatus_Falkowbacteria
operon100_12724	Candidatus_Kinetoplastibacterium
operon100_12725	Campylobacter_coli
operon100_12726	Campylobacter_coli
operon100_12727	Cedecea_neteri
operon100_12728	Candidatus_Tremblaya
operon100_12729	Candidatus_Riesia
operon100_12730	Carnobacterium_inhibens
operon100_12731	Butyrivibrio_proteoclasticus
operon100_12732	Capnocytophaga_sp
operon100_12733	Citrobacter_amalonaticus
operon100_12734	Chromohalobacter_salexigens
operon100_12735	Citrobacter_amalonaticus
operon100_12736	Candidatus_Sulcia
operon100_12737	Catenibacterium_mitsuokai
operon100_12738	Thermoanaerobacter_italicus
operon100_12739	Thermoanaerobacter_kivui
operon100_12740	Thermodesulfobium_narugense
operon100_12741	Thermodesulfobium_narugense
operon100_12742	Thermosulfidibacter_takaii
operon100_12743	Streptococcus_pyogenes
operon100_12744	Streptococcus_pyogenes
operon100_12745	Streptococcus_suis
operon100_12746	Streptomyces_sp
operon100_12747	Streptococcus_sp
operon100_12748	Tenacibaculum_dicentrarchi
operon100_12749	Streptococcus_pyogenes
operon100_12750	Streptococcus_pneumoniae
operon100_12751	Streptococcus_pneumoniae
operon100_12752	Streptococcus_pneumoniae
operon100_12753	Streptomyces_sp
operon100_12754	Streptomyces_violaceusniger
operon100_12755	Tannerella_sp
operon100_12756	Streptococcus_pyogenes
operon100_12757	Geobacillus_sp
operon100_12758	Fusobacterium_nucleatum
operon100_12759	Fusobacterium_nucleatum
operon100_12760	Filifactor_alocis
operon100_12761	Francisella_tularensis
operon100_12762	Escherichia_coli
operon100_12763	Francisella_tularensis
operon100_12764	Fusobacterium_nucleatum
operon100_12765	Fibrobacter_succinogenes
operon100_12766	Streptomyces_pratensis
operon100_12767	Streptococcus_suis
operon100_12768	Streptomyces_sp
operon100_12769	Streptococcus_suis
operon100_12770	Streptomyces_sp
operon100_12771	Francisella_noatunensis
operon100_12772	Flavobacterium_psychrophilum
operon100_12773	Francisella_noatunensis
operon100_12774	Streptomyces_lividans
operon100_12775	Bordetella_pertussis
operon100_12776	Streptococcus_pneumoniae
operon100_12777	Vibrio_vulnificus
operon100_12778	Yersinia_kristensenii
operon100_12779	Achromobacter_xylosoxidans
operon100_12780	Achromobacter_xylosoxidans
operon100_12781	Xanthomonas_vasicola
operon100_12782	Yersinia_enterocolitica
operon100_12783	Vibrio_vulnificus
operon100_12784	Vibrio_vulnificus
operon100_12785	Vibrio_tubiashii
operon100_12786	Achromobacter_xylosoxidans
operon100_12787	Yersinia_pseudotuberculosis
operon100_12788	Vibrio_alginolyticus
operon100_12789	Vibrio_parahaemolyticus
operon100_12790	Acidithiobacillus_sp
operon100_12791	Zymomonas_mobilis
operon100_12792	Yersinia_pestis
operon100_12793	Yersinia_enterocolitica
operon100_12794	Streptococcus_pneumoniae
operon100_12795	Streptococcus_pneumoniae
operon100_12796	Streptococcus_pyogenes
operon100_12797	Streptococcus_pneumoniae
operon100_12798	Streptococcus_pneumoniae
operon100_12799	Streptococcus_pneumoniae
operon100_12800	Streptococcus_pneumoniae
operon100_12801	Streptococcus_pneumoniae
operon100_12802	Streptococcus_pneumoniae
operon100_12803	Streptococcus_pyogenes
operon100_12804	Streptococcus_pneumoniae
operon100_12805	Yersinia_enterocolitica
operon100_12806	Yersinia_enterocolitica
operon100_12807	Xylella_fastidiosa
operon100_12808	Streptococcus_pneumoniae
operon100_12809	Streptococcus_pyogenes
operon100_12810	Streptococcus_pneumoniae
operon100_12811	Streptococcus_pneumoniae
operon100_12812	Escherichia_coli
operon100_12813	Escherichia_coli
operon100_12814	Escherichia_coli
operon100_12815	Escherichia_coli
operon100_12816	Escherichia_coli
operon100_12817	Escherichia_coli
operon100_12818	Escherichia_coli
operon100_12819	Escherichia_coli
operon100_12820	Escherichia_coli
operon100_12821	Escherichia_coli
operon100_12822	Escherichia_coli
operon100_12823	Escherichia_coli
operon100_12824	Escherichia_coli
operon100_12825	Escherichia_coli
operon100_12826	Escherichia_coli
operon100_12827	Escherichia_coli
operon100_12828	Escherichia_coli
operon100_12829	Escherichia_coli
operon100_12830	Mycobacterium_avium
operon100_12831	Mycobacterium_abscessus
operon100_12832	Mycobacterium_abscessus
operon100_12833	Escherichia_coli
operon100_12834	Mycobacterium_tuberculosis
operon100_12835	Mycobacterium_tuberculosis
operon100_12836	Moritella_viscosa
operon100_12837	Moritella_viscosa
operon100_12838	Escherichia_coli
operon100_12839	Escherichia_coli
operon100_12840	Escherichia_coli
operon100_12841	Escherichia_coli
operon100_12842	Escherichia_coli
operon100_12843	Escherichia_coli
operon100_12844	Escherichia_coli
operon100_12845	Escherichia_coli
operon100_12846	Escherichia_coli
operon100_12847	Escherichia_coli
operon100_12848	Escherichia_coli
